description,budget,average_cast_pop,genre,director,success_label
"During the course of an ordinary week in Hollywood, movie producer Ben (Robert De Niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss (Catherine Keener) demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter. [{'id': 887, 'name': 'film producer'}, {'id': 1599, 'name': 'midlife crisis'}, {'id': 10183, 'name': 'independent film'}, {'id': 15160, 'name': 'divorce'}]",25000000,0.0,Comedy,Barry Levinson,flop
"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer. [{'id': 591, 'name': 'cia'}, {'id': 3543, 'name': 'transport of prisoners'}, {'id': 6139, 'name': 'innocence'}, {'id': 10685, 'name': 'escape'}, {'id': 33705, 'name': 'agent'}]",60000000,0.0,Thriller,Stuart Baird,hit
"The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future. [{'id': 2157, 'name': 'hacker'}, {'id': 2303, 'name': 'mathematician'}, {'id': 2358, 'name': 'helix'}, {'id': 2359, 'name': 'headache'}, {'id': 2362, 'name': 'chaos theory'}, {'id': 2390, 'name': 'migraine'}, {'id': 6009, 'name': 'mathematics'}, {'id': 6255, 'name': 'insanity'}, {'id': 6257, 'name': 'genius'}]",60000,0.0,Mystery,Darren Aronofsky,flop
"A team of U.S. archaeologists unearths an ancient pyramid buried deep beneath the Egyptian desert. As they search the pyramid's depths, they become hopelessly lost in its dark and endless catacombs. Searching for a way out, they become desperate to seek daylight again. They come to realize they aren't just trapped, they are being hunted. [{'id': 1299, 'name': 'monster'}, {'id': 3762, 'name': 'darkness'}, {'id': 18034, 'name': 'desert'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 44451, 'name': 'lost'}, {'id': 163053, 'name': 'found footage'}, {'id': 163347, 'name': 'egyptology'}, {'id': 212436, 'name': 'anubis'}]",6500000,0.0,Horror,Grégory Levasseur,below average
"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers. [{'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 15137, 'name': 'union'}, {'id': 47079, 'name': 'dock'}, {'id': 69467, 'name': 'longshoreman'}, {'id': 156151, 'name': 'pigeon'}]",910000,0.0,Crime,Elia Kazan,flop
"A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners. [{'id': 818, 'name': 'based on novel'}, {'id': 2526, 'name': 'human animal relationship'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 9229, 'name': 'grandparents'}, {'id': 15162, 'name': 'dog'}, {'id': 17994, 'name': 'firecracker'}, {'id': 186846, 'name': 'adaptation'}, {'id': 234523, 'name': 'deflated football'}]",22000000,0.0,Comedy,Lasse Hallström,hit
"A whimsical fish-out-of-water story of two spoiled sisters: Nora (Camilla Belle), a law student, and Mary (Alexa Vega), an undergrad party girl, living with their father in a luxurious mansion in Beverly Hills. Mary has become so ""90210"" she refuses to admit she is of Mexican decent. When dad suddenly passes away, their posh lives are turned upside down. They discover they have been left penniless and are forced to move into their estranged aunt Aurelia's (Adriana Barraza) modest but lively home in the Latino-centric Boyle Heights neighborhood of East LA. [{'id': 331, 'name': 'tattoo'}, {'id': 1918, 'name': 'cooking'}, {'id': 2298, 'name': 'bankrupt'}, {'id': 2858, 'name': 'sacrifice'}, {'id': 9310, 'name': 'latina'}, {'id': 10756, 'name': 'janitor'}, {'id': 12105, 'name': 'student'}, {'id': 14575, 'name': 'mariachi'}, {'id': 33861, 'name': 'law student'}, {'id': 41388, 'name': 'portrait'}, {'id': 41389, 'name': 'old car'}, {'id': 41390, 'name': 'mustache'}, {'id': 41391, 'name': 'tequila'}, {'id': 41392, 'name': 'fiesta'}, {'id': 179430, 'name': 'aftercreditsstinger'}]",93,0.0,Comedy,Angel Gracia,flop
"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past. [{'id': 779, 'name': 'martial arts'}, {'id': 4379, 'name': 'time travel'}, {'id': 10568, 'name': 'science fiction'}, {'id': 175629, 'name': 'alternative reality'}]",27000000,0.0,Thriller,Peter Hyams,hit
"When a hip hop violinist busking in the New York subway encounters a classical dancer on scholarship at the Manhattan Conservatory of the Arts, sparks fly. With the help of a hip hop dance crew they must find a common ground while preparing for a competition that could change their lives forever. [{'id': 1691, 'name': 'dance'}, {'id': 4721, 'name': 'violin'}, {'id': 10551, 'name': 'ballet'}, {'id': 33942, 'name': 'leotard'}]",0,0.0,Drama,Michael Damian,flop
"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her. [{'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2968, 'name': 'grave'}, {'id': 3358, 'name': 'haunted house'}, {'id': 3363, 'name': 'hypnosis'}, {'id': 6100, 'name': 'tools'}, {'id': 9681, 'name': 'clairvoyance'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 10941, 'name': 'disappearance'}, {'id': 14742, 'name': 'psychic'}, {'id': 157234, 'name': 'cemetary'}, {'id': 162846, 'name': 'ghost'}, {'id': 180523, 'name': 'neighborhood'}, {'id': 184987, 'name': 'repressed memory'}, {'id': 227655, 'name': 'hearing voices'}]",12000000,0.0,Horror,David Koepp,below average
"After a difficult romance in a class-divided society, the love birds find out marriage is not what they thought it would be. [{'id': 732, 'name': 'coma'}, {'id': 4344, 'name': 'musical'}, {'id': 163173, 'name': 'hit and run'}, {'id': 171826, 'name': 'told in flashback'}, {'id': 180787, 'name': 'social differences'}, {'id': 199764, 'name': 'family disapproval'}]",2000000,0.0,Romance,Mani Ratnam,flop
"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde. [{'id': 1157, 'name': 'wife husband relationship'}, {'id': 5565, 'name': 'biography'}, {'id': 8012, 'name': 'physicist'}, {'id': 14641, 'name': 'based on memoir or autobiography'}, {'id': 190947, 'name': 'stephen hawking'}, {'id': 196751, 'name': 'fictionalized biography'}, {'id': 209063, 'name': 'motor neuron disease'}, {'id': 229893, 'name': 'als'}]",15000000,0.0,Drama,James Marsh,hit
"An Amazon princess comes to the world of Man to become the greatest of the female superheroes. [{'id': 849, 'name': 'dc comics'}, {'id': 1701, 'name': 'hero'}, {'id': 2036, 'name': 'greek mythology'}, {'id': 2041, 'name': 'island'}, {'id': 2504, 'name': 'world war i'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10843, 'name': 'superheroine'}, {'id': 15060, 'name': 'period drama'}, {'id': 156525, 'name': 'heroine'}, {'id': 163455, 'name': 'super powers'}, {'id': 187056, 'name': 'woman director'}, {'id': 210184, 'name': '1910s'}, {'id': 229266, 'name': 'dc extended universe'}]",149000000,0.0,Action,Unknown,blockbuster
"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II. [{'id': 447, 'name': 'post traumatic stress  disorder'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 4518, 'name': 'postwar period'}, {'id': 13017, 'name': 'drifter'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 159028, 'name': 'cult leader'}, {'id': 159314, 'name': 'scientology'}, {'id': 162766, 'name': 'religious cult'}, {'id': 173179, 'name': 'charismatic leader'}, {'id': 177882, 'name': 'right hand man'}]",32000000,0.0,Drama,Paul Thomas Anderson,average
"A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems. [{'id': 1576, 'name': 'technology'}, {'id': 2101, 'name': 'garage'}, {'id': 2157, 'name': 'hacker'}, {'id': 3230, 'name': 'male friendship'}, {'id': 3523, 'name': 'microchip'}, {'id': 4566, 'name': 'minidisc'}, {'id': 6104, 'name': 'computer'}, {'id': 6129, 'name': 'company'}, {'id': 7508, 'name': 'friendship bracelet'}, {'id': 9937, 'name': 'suspense'}, {'id': 49960, 'name': 'business start-up'}, {'id': 157238, 'name': 'computer expert'}, {'id': 160246, 'name': 'childhood friends'}, {'id': 171854, 'name': 'betrayal by friend'}]",30000000,0.0,Action,Peter Howitt,below average
"A documentary film detailing Glen Campbell's final tour and his struggle with Alzheimer's disease. [{'id': 727, 'name': 'country music'}, {'id': 1790, 'name': 'banjo'}, {'id': 4746, 'name': 'record producer'}, {'id': 4948, 'name': 'retirement'}, {'id': 5565, 'name': 'biography'}, {'id': 6029, 'name': 'concert'}, {'id': 6562, 'name': 'celebrity'}, {'id': 10229, 'name': 'singer'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 158101, 'name': ""alzheimer's disease""}, {'id': 231767, 'name': 'grammy'}]",0,0.0,Documentary,James Keach,flop
"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s. [{'id': 1157, 'name': 'wife husband relationship'}, {'id': 2679, 'name': 'artist'}, {'id': 3012, 'name': 'court case'}]",10000000,0.0,Drama,Tim Burton,average
"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people. [{'id': 1160, 'name': 'egypt'}, {'id': 2618, 'name': 'miracle'}, {'id': 2831, 'name': 'slavery'}, {'id': 3038, 'name': 'israeli'}, {'id': 6917, 'name': 'epic'}, {'id': 11001, 'name': 'religion'}, {'id': 11704, 'name': 'judaism'}, {'id': 186939, 'name': 'pharaoh'}, {'id': 192002, 'name': 'biblical'}]",13000000,0.0,Drama,Cecil B. DeMille,hit
"Ambi, a meek lawyer, ends up being a vigilante named Anniyan, and a supermodel named Remo, after suffering with multiple personality disorder due to the society. [{'id': 7002, 'name': 'vigilante'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 10909, 'name': 'lawyer'}, {'id': 156761, 'name': 'split personality'}, {'id': 169411, 'name': 'multiple personality'}]",0,0.0,Action,S. Shankar,flop
"A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety. [{'id': 321, 'name': 'terror'}, {'id': 388, 'name': 'scotland'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2483, 'name': 'nudity'}, {'id': 3593, 'name': 'wilderness'}, {'id': 4560, 'name': 'mountaineer'}, {'id': 5827, 'name': 'hiking'}, {'id': 8624, 'name': 'climbing'}, {'id': 13006, 'name': 'torture'}]",4000000,0.0,Adventure,Julian Gilbey,average
"Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress. [{'id': 660, 'name': 'monte carlo'}, {'id': 10325, 'name': 'mistaken identity'}, {'id': 11200, 'name': 'look-alike'}, {'id': 14712, 'name': 'young woman'}, {'id': 14733, 'name': 'texan'}, {'id': 34061, 'name': 'american abroad'}]",20000000,0.0,Adventure,Thomas Bezucha,below average
"Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup. [{'id': 6075, 'name': 'sport'}, {'id': 6483, 'name': 'ice hockey'}, {'id': 8616, 'name': 'guru'}, {'id': 10267, 'name': 'comedy'}, {'id': 10540, 'name': 'bollywood'}, {'id': 14636, 'name': 'india'}, {'id': 180824, 'name': 'spiritualist'}, {'id': 192394, 'name': 'broken heart'}, {'id': 195730, 'name': 'self-help'}, {'id': 196271, 'name': 'stanley cup'}, {'id': 208470, 'name': 'chastity'}, {'id': 208471, 'name': 'ashram'}, {'id': 208473, 'name': 'expert'}]",62000000,0.0,Comedy,Marco Schnabel,average
"Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together. [{'id': 470, 'name': 'spy'}]",78146652,0.0,Romance,Tony Gilroy,above average
"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his. [{'id': 4367, 'name': 'jinx'}, {'id': 4671, 'name': 'bad luck'}, {'id': 5091, 'name': 'kiss'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 15237, 'name': 'alcohol abuse'}, {'id': 33648, 'name': 'celebration'}, {'id': 155624, 'name': 'envy'}, {'id': 157904, 'name': 'luck'}, {'id': 170587, 'name': 'mysterious stranger'}, {'id': 188404, 'name': 'masquerade'}]",28000000,0.0,Comedy,Donald Petrie,average
"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed. [{'id': 3571, 'name': 'crucifixion'}, {'id': 5049, 'name': 'ancient rome'}]",4100000,0.0,Drama,Henry Koster,average
