id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,status,tagline,title,revenue,genres_extracted,keywords_extracted,top_cast,directors,production_companies_extracted,production_countries_extracted,spoken_languages_extracted,collection_name
932,143149.0,tt4306116,ur,تین بہادر,"Three Braves is the story of three extraordinary children who rise from the most unlikeliest of places and save their town from the evils plague it. Equipped with courage and super powers,11 year old Amna, Saadi and Kamil battle against the odds and stand up to injustice to restore peace and harmony in their once thriving community And live a very happy life.",0.091951,2015-05-21,94.0,Released,,3 Braves,645135,"Family, Animation, Adventure",,"Zuhab Khan, Muneeba Yaseen, Hanzala Shahid",Sharmeen Obaid-Chinoy,"Waadi Animations, ARY Films, SOC Films",Pakistan,اردو,
933,57000000.0,tt0106697,en,Demolition Man,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, has escaped during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, John Spartan, who had also been cryogenically frozen when wrongfully accused of killing 30 innocent people while apprehending Phoenix.",11.626116,1993-10-08,115.0,Released,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.,Demolition Man,159055768,"Crime, Action, Science Fiction","helicopter, martial arts, crime fighter, social control, museum, future, cryogenics, utopia, dystopia, fistfight, police, psychopath, betrayal, shootout, cyberpunk, explosion, violence, foot chase, car chase, warden, prison escape, subterranean, censorship, culture shock, knitting","Sylvester Stallone, Wesley Snipes, Sandra Bullock",Marco Brambilla,"Silver Pictures, Warner Bros.",United States of America,English,
934,163000000.0,tt0409847,en,Cowboys & Aliens,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",10.958669,2011-07-29,119.0,Released,First Contact. Last Stand.,Cowboys & Aliens,174822325,"Action, Science Fiction, Thriller, Western","robbery, sheriff, arizona, laser, outlaw, ufo, spaceship, alien, native american, escape, gunfight","Daniel Craig, Olivia Wilde, Harrison Ford",Jon Favreau,"Imagine Entertainment, DreamWorks SKG, Universal Pictures, platinum studios, Reliance Entertainment, Relativity Media, K/O Paper Products, Fairview Entertainment, K/O Camera Toys",United States of America,English,
935,40000000.0,tt4425200,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins‚Äô guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world‚Äôs most dangerous killers.",49.247505,2017-02-08,122.0,Released,Never stab the devil in the back,John Wick: Chapter 2,171539887,"Thriller, Action, Crime","italy, gun, roof, party, sequel, handshake",,,"Thunder Road Pictures, LionsGate, 87Eleven",United States of America,"English, Italiano",John Wick Collection
936,16000000.0,tt0093215,en,Hot Pursuit,"Young Danny is following his rich girlfriend's family to the Caribbean. But suddenly he simply must make a chemistry test and cannot go with them. After they have left, he gets a leave from his professor and takes a plane to find them. But he is not quite sure where they are, and meets smugglers, crazy captains and murderers.",6.816276,1987-05-08,93.0,Released,She promised him ten days together in paradise. He never dreamed how far he'd have to go.,Hot Pursuit,4215859,Comedy,"boat, chase, girlfriend, smuggling, rescue","John Cusack, Robert Loggia, Jerry Stiller",Steven Lisberger,"Paramount Pictures, RKO Pictures","Mexico, United States of America",English,
937,16000000.0,tt4429128,ta,Papanasam,"A cinephile tries to protect his family by hiding a heat-of-the-moment murder committed by his daughter by taking cues from the films he has watched. With the victim the son of a cop, can he get away with it?",0.569463,2015-07-03,181.0,Released,,Papanasam,14000000,"Crime, Drama, Family, Thriller","innocence, revenge, family relationships, remake of malayalam film","Kamal Haasan, Gowthami, Kalabhavan Mani",Jeethu Joseph,"Wide Angle Creations, Rajkumar Theatres",India,தமிழ்,
938,16000000.0,tt2495118,en,Yip Man: The Final Fight,"In postwar Hong Kong, legendary Wing Chun grandmaster Ip Man is reluctantly called into action once more, when what begin as simple challenges from rival kung fu styles soon draw him into the dark and dangerous underworld of the Triads. Now, to defend life and honor, he has no choice but to fight one last time...",1.54105,2013-03-22,100.0,Released,,Ip Man: The Final Fight,37884,"Action, Drama",biography,"Anthony Wong, Anita Yuen, Gillian Chung",Herman Yau,Emperor Motion Pictures,"Hong Kong, China",广州话 / 廣州話,
939,1500000.0,tt1885300,en,Best Man Down,"A newlywed couple cancels their honeymoon and returns to the snowy Midwest to make the funeral arrangements for their best man, who died unexpectedly after their ceremony.",5.875708,2012-10-20,90.0,Released,,Best Man Down,1938,"Comedy, Drama",,"Justin Long, Jess Weixler, Tyler Labine",Ted Koland,KODA Entertainment,United States of America,English,
940,558000.0,tt0023196,en,Mata Hari,"A semi-fictionalized account of the life of Mata Hari, an exotic dancer who was accused of spying for Germany during World War I.",1.41344,1931-12-26,89.0,Released,"Men worshipped her like a goddess, only to be betrayed by a kiss!",Mata Hari,2227000,"Drama, Action, Thriller, Romance","spy, world war i","Greta Garbo, Ramon Novarro, Lionel Barrymore",George Fitzmaurice,Metro-Goldwyn-Mayer (MGM),United States of America,English,
941,8000000.0,tt0437800,en,Akeelah and the Bee,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",5.052049,2006-04-28,112.0,Released,Changing the world... one word at a time.,Akeelah and the Bee,18948425,Drama,"black people, spelling, spelling bee","Keke Palmer, Laurence Fishburne, Angela Bassett",Doug Atchison,"Lions Gate Films, 2929 Productions, Out of the Blue... Entertainment, Starbucks Entertainment, Cinema Gypsy Productions",United States of America,English,
942,180000000.0,tt1587310,en,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal ‚Äì an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",19.467404,2014-05-28,97.0,Released,Don't believe the fairy tale.,Maleficent,758539785,"Fantasy, Adventure, Action, Family, Romance","fairy tale, villain, sleeping beauty, dark fantasy, based on fairy tale, adaptation, retelling, literary adaptation, 3d","Angelina Jolie, Elle Fanning, Sharlto Copley",Robert Stromberg,"Walt Disney Pictures, Walt Disney Studios Motion Pictures, Roth Films",United States of America,English,
943,2000000.0,tt2692904,en,Locke,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",12.792394,2014-04-10,85.0,Released,No turning back,Locke,4635300,"Drama, Thriller","london england, england, cheating husband, pregnancy, construction site, one night, road movie, driving, husband wife relationship, project manager, driving at night, car phone","Tom Hardy, Ruth Wilson, Andrew Scott",Steven Knight,"IM Global, Shoebox Films, A24","United Kingdom, United States of America",English,
944,16000000.0,tt0287635,ja,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,"All your favorite Pokémon characters are back, and are joined for the first time by the legendary Pokémon Celebi and Suicune, in this latest exciting Pokémon adventure! In order to escape a greedy Pokémon hunter, Celebi must use the last of its energy to travel through time to the present day. Celebi brings along Sammy, a boy who had been trying to protect it. Along with Ash, Pikachu, and the rest of the gang, Sammy and Celebi encounter an enemy far more advanced than the hunter left behind in the past. This new enemy possesses a Pokéball called a ‚ÄúDark Ball,‚Äù which transforms the Pokémon it captures into evil and far stronger creatures. When Celebi is captured, the fate of the entire forest is threatened. Let POK√âMON 4EVER transport you to a world of adventure as Ash, Suicune and the rest take action to save the day!",6.080108,2001-07-06,75.0,Released,,Pokémon 4Ever: Celebi - Voice of the Forest,28023563,"Adventure, Fantasy, Animation, Science Fiction, Family","sequel, pokémon, celebi","Veronica Taylor, Rachael Lillis, Maddie Blaustein","Kunihiko Yuyama, Jim Malone",,"Japan, United States of America",日本語,Pokémon Collection
945,16000000.0,tt1153040,ko,해운대,"Man-sik and Yeon-hee, are unsure as to whether they can overcome past wounds and continue being a couple. Dr. Kim, who cautions against a possible mega-tsunami at Haeundae, collapses in agony springing from an unexpected turn-up of his daughter and divorced wife. Hyoung-sik, after rescuing a woman from Seoul, rides out a ferocious storm to gladden her heart. A tsunami which destroys Haeundae symbolizes the establishment of a typical axis called provocation of conflicts, and later the inner spaces of the couples without anything left behind after all conflicts have ended",4.136356,2009-06-06,120.0,Released,,Tidal Wave,11301649,"Action, Adventure, Drama, Thriller","helicopter, beach, loss of father, giant wave, tsunami, family relationships, korea, disaster, cigarette smoking, tears, single father, tearjerker, stuck in elevator, tidal wave, disaster film","Park Joong-hoon, Sol Kyung-gu, Uhm Jung-hwa",Yoon Je-kyoon,"Polygon Entertainment, CJ Entertainment, Doosabu Film",South Korea,"English, 한국어/조선말",
946,35000000.0,tt0494652,en,Welcome Home Roscoe Jenkins,"Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy Welcome Home Roscoe Jenkins. When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its over-the-top hilarity! (Roger Moore, Orlando Sentinel).",4.386145,2008-02-08,114.0,Released,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.",Welcome Home Roscoe Jenkins,43650785,"Comedy, Drama",talk show,"Martin Lawrence, James Earl Jones, Margaret Avery",Malcolm D. Lee,"Universal Pictures, Spyglass Entertainment",United States of America,English,
